ItemRelationshipID,First_Item_ID,First_Item_Name,Second_Item_ID,Second_Item_Name,Relation_ID,Relation,Erudite,InverseErudite,IsPalindromic,IsTransitiveClosureSafe
2678,3661,"Diabetes mellitus type 2",11958,"Sensory neuropathy, peripheral",2,Cause-effect,"may cause","may be caused by",False,False
11356,10425,"Postpartum haemorrhage",11998,"Sheehan syndrome",2,Cause-effect,"may cause","may be caused by",False,False
2406,3303,Cyclophosphamide,12050,SIADH,2,Cause-effect,"may cause","may be caused by",False,False
10376,22543,Meningoencephalitis,12050,SIADH,2,Cause-effect,"may cause","may be caused by",False,False
25514,29836,"4-hydroxyphenylpyruvate hydroxylase deficiency",92,"Metabolic acidosis",2,Cause-effect,"may cause","may be caused by",False,False
46583,29690,"Autoimmune polyendocrine syndrome type 2",222,"Autoimmune adrenalitis",4,"Risk factor","is a risk factor for","has risk factors",False,False
20003,29165,"Strabismus, concomitant",503,Amblyopia,2,Cause-effect,"may cause","may be caused by",False,False
20330,29219,"Drip arm sample",663,Anemia,2,Cause-effect,"may cause","may be caused by",False,False
25730,29836,"4-hydroxyphenylpyruvate hydroxylase deficiency",663,Anemia,2,Cause-effect,"may cause","may be caused by",False,False
25731,29836,"4-hydroxyphenylpyruvate hydroxylase deficiency",725,Anisocytosis,2,Cause-effect,"may cause","may be caused by",False,False
29574,30707,"Paraneoplastic limbic encephalitis",945,"Aseptic meningitis",2,Cause-effect,"may cause","may be caused by",False,False
25804,29886,"Ivemark syndrome",1089,"Atrial septal defect",2,Cause-effect,"may cause","may be caused by",False,False
23340,29581,"Amyloid polyneuropathy type 1",1161,"Autonomic neuropathy",2,Cause-effect,"may cause","may be caused by",False,False
47178,30707,"Paraneoplastic limbic encephalitis",1161,"Autonomic neuropathy",2,Cause-effect,"may cause","may be caused by",False,False
30533,29790,"Silver poisoning",1513,"Blue nails",2,Cause-effect,"may cause","may be caused by",False,False
18101,29055,"Secondary syphilis",1517,"Bone lysis",2,Cause-effect,"may cause","may be caused by",False,False
23326,29579,"Epidermolysis bullosa letalis",1777,"Vesiculo-bullous rash",2,Cause-effect,"may cause","may be caused by",False,False
23471,29600,"Incontinentia pigmenti",1777,"Vesiculo-bullous rash",2,Cause-effect,"may cause","may be caused by",False,False
46540,29581,"Amyloid polyneuropathy type 1",2137,Cardiomyopathy,2,Cause-effect,"may cause","may be caused by",False,False
28140,29980,Cefuroxime,2208,Cephalosporins,16,"Drug family","belongs to the drug family of","is the drug family of",False,False
30127,30793,"Pyruvate decarboxylase deficiency",2218,"Cerebellar syndrome",2,Cause-effect,"may cause","may be caused by",False,False
32267,31259,"Mycobacterium scrofulaceum",2303,"Cervical lymphadenopathy",2,Cause-effect,"may cause","may be caused by",False,False
28761,29297,"Barth syndrome",3066,"Dilated cardiomyopathy",2,Cause-effect,"may cause","may be caused by",False,False
21421,29329,"Aarskog syndrome",3218,"Cryptorchism (maldescended or ectopic testis)",2,Cause-effect,"may cause","may be caused by",False,False
18108,29055,"Secondary syphilis",3231,"CSF lymphocytosis",2,Cause-effect,"may cause","may be caused by",False,False
24456,29694,5-Azacytidine,3416,"Cytotoxic therapeutic agents",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
30646,30859,Vidarabine,3416,"Cytotoxic therapeutic agents",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
44221,29532,Anthracyclines,3416,"Cytotoxic therapeutic agents",17,"Drug family child-parent (subtype)","belongs to drug super-family","is the drug super-family of",False,False
24371,29690,"Autoimmune polyendocrine syndrome type 2",3649,"Diabetes mellitus type 1",4,"Risk factor","is a risk factor for","has risk factors",False,False
35358,29425,"Degos' disease",3742,Diarrhoea,2,Cause-effect,"may cause","may be caused by",False,False
26013,29918,Amoxycillin,3742,Diarrhoea,2,Cause-effect,"may cause","may be caused by",False,False
31796,31146,Trichuriasis,3742,Diarrhoea,2,Cause-effect,"may cause","may be caused by",False,False
44209,29045,"Thiazide diuretics",3869,Diuretics,17,"Drug family child-parent (subtype)","belongs to drug super-family","is the drug super-family of",False,False
47176,30707,"Paraneoplastic limbic encephalitis",4015,Dysarthria,2,Cause-effect,"may cause","may be caused by",False,False
33599,30767,"Pulmonary artery sling",4190,"Emphysema, pulmonary",2,Cause-effect,"may cause","may be caused by",False,False
58242,29918,Amoxycillin,4461,"Erythema nodosum",2,Cause-effect,"may cause","may be caused by",False,False
58523,30357,Mercaptopropionylglycine,4466,Erythema,2,Cause-effect,"may cause","may be caused by",False,False
41134,29735,Erythroderma,4466,Erythema,3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
26681,29600,"Incontinentia pigmenti",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
25442,29818,"Dihydropteridine reductase deficiency",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
35041,30463,Tobramycin,4529,"Etacrynic acid",12,Interaction,"interacts with","interacts with",True,False
46207,29758,"Pes planus, acquired",4852,"Pes planus",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
36569,30936,Alglucerase,5124,"Gaucher disease",26,"See also","see also","see also",True,False
41180,29644,Hypermetropia,5227,"Acute angle-closure glaucoma",4,"Risk factor","is a risk factor for","has risk factors",False,False
18088,29055,"Secondary syphilis",5245,Glomerulonephritis,2,Cause-effect,"may cause","may be caused by",False,False
58528,30357,Mercaptopropionylglycine,5578,Haemoptysis,2,Cause-effect,"may cause","may be caused by",False,False
37957,28954,"Metastatic neoplasm",6196,Hypercalcaemia,2,Cause-effect,"may cause","may be caused by",False,False
20335,29219,"Drip arm sample",6234,Hyperglycaemia,2,Cause-effect,"may cause","may be caused by",False,False
20334,29219,"Drip arm sample",6242,Hyperkalaemia,2,Cause-effect,"may cause","may be caused by",False,False
20332,29219,"Drip arm sample",6266,Hypernatraemia,2,Cause-effect,"may cause","may be caused by",False,False
27443,30169,"Gallium nitrate",6412,Hypocalcaemia,2,Cause-effect,"may cause","may be caused by",False,False
51388,30104,"Reticular dysgenesis",6426,Hypogammaglobulinaemia,2,Cause-effect,"may cause","may be caused by",False,False
20336,29219,"Drip arm sample",6431,Hypoglycaemia,2,Cause-effect,"may cause","may be caused by",False,False
43142,30006,Glipizide,6431,Hypoglycaemia,2,Cause-effect,"may cause","may be caused by",False,False
20333,29219,"Drip arm sample",6445,Hypokalaemia,2,Cause-effect,"may cause","may be caused by",False,False
20331,29219,"Drip arm sample",6483,Hyponatraemia,2,Cause-effect,"may cause","may be caused by",False,False
33739,29834,Phosphoethanolaminuria,6516,Hypophosphatasia,20,Allelic,"may be allelic with","may be allelic with",True,False
23476,29600,"Incontinentia pigmenti",6890,"Intrauterine death",2,Cause-effect,"may cause","may be caused by",False,False
25281,29600,"Incontinentia pigmenti",6895,"Intrauterine growth retardation",2,Cause-effect,"may cause","may be caused by",False,False
26678,29600,"Incontinentia pigmenti",7150,Keratitis,2,Cause-effect,"may cause","may be caused by",False,False
24072,29660,"Adiposis dolorosa",7493,Lipoma,4,"Risk factor","is a risk factor for","has risk factors",False,False
58534,30357,Mercaptopropionylglycine,7651,"Lupoid rash",2,Cause-effect,"may cause","may be caused by",False,False
27018,30104,"Reticular dysgenesis",7677,Lymphocytopenia,2,Cause-effect,"may cause","may be caused by",False,False
23243,29055,"Secondary syphilis",7678,Lymphocytosis,2,Cause-effect,"may cause","may be caused by",False,False
18078,29055,"Secondary syphilis",7691,"Maculopapular rash",2,Cause-effect,"may cause","may be caused by",False,False
46369,30346,"Magnesium hydroxide",7695,"Magnesium salts",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
46368,30348,"Magnesium sulfate",7695,"Magnesium salts",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
51241,30689,"Glomerulocystic kidney disease",8330,"Maturity onset diabetes of the young",2,Cause-effect,"may cause","may be caused by",False,False
19876,29148,"Amyotrophic lateral sclerosis",8358,"Motor neuron disease",2,Cause-effect,"may cause","may be caused by",False,False
51193,29581,"Amyloid polyneuropathy type 1",8374,"Motor neuropathy, peripheral",2,Cause-effect,"may cause","may be caused by",False,False
28762,29297,"Barth syndrome",8723,Myopathy,2,Cause-effect,"may cause","may be caused by",False,False
31430,30476,Trifluoperazine,8975,"Antipsychotic agents",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
28257,30478,Alimemazine,8975,"Antipsychotic agents",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
21225,29297,"Barth syndrome",8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
27006,30104,"Reticular dysgenesis",8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
58530,30357,Mercaptopropionylglycine,8994,Neutropenia,2,Cause-effect,"may cause","may be caused by",False,False
29594,30712,"Gallbladder empyema",8995,Neutrophilia,2,Cause-effect,"may cause","may be caused by",False,False
43577,30874,Nimustine,9052,"Nitrosourea compounds",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
21419,29329,"Aarskog syndrome",9240,Ophthalmoplegia,2,Cause-effect,"may cause","may be caused by",False,False
37961,28954,"Metastatic neoplasm",9266,"Brain failure",2,Cause-effect,"may cause","may be caused by",False,False
29575,30707,"Paraneoplastic limbic encephalitis",9266,"Brain failure",2,Cause-effect,"may cause","may be caused by",False,False
37958,28954,"Metastatic neoplasm",9720,"Pathological fracture",2,Cause-effect,"may cause","may be caused by",False,False
25733,29836,"4-hydroxyphenylpyruvate hydroxylase deficiency",10261,"Polychromasia, red cell",2,Cause-effect,"may cause","may be caused by",False,False
37962,28954,"Metastatic neoplasm",10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
58531,30357,Mercaptopropionylglycine,10703,"Red cell production reduced",2,Cause-effect,"may cause","may be caused by",False,False
37446,30767,"Pulmonary artery sling",10940,"Pulmonary collapse",2,Cause-effect,"may cause","may be caused by",False,False
23847,29627,"Pelvic vein thrombosis",10956,"Pulmonary embolism",2,Cause-effect,"may cause","may be caused by",False,False
54797,29994,Fenfluramine,10998,"Pulmonary hypertension",2,Cause-effect,"may cause","may be caused by",False,False
25806,29886,"Ivemark syndrome",11025,"Pulmonary valve stenosis",2,Cause-effect,"may cause","may be caused by",False,False
31797,31146,Trichuriasis,11189,Rectocoele,2,Cause-effect,"may cause","may be caused by",False,False
36588,30169,"Gallium nitrate",11263,"Renal failure, acute",2,Cause-effect,"may cause","may be caused by",False,False
29447,30689,"Glomerulocystic kidney disease",11288,"Renal failure, chronic",2,Cause-effect,"may cause","may be caused by",False,False
26680,29600,"Incontinentia pigmenti",11416,"Retinal pathology",2,Cause-effect,"may cause","may be caused by",False,False
51192,29581,"Amyloid polyneuropathy type 1",11958,"Sensory neuropathy, peripheral",2,Cause-effect,"may cause","may be caused by",False,False
27019,30104,"Reticular dysgenesis",11978,"Severe combined immune deficiency",2,Cause-effect,"may cause","may be caused by",False,False
42252,33332,"Oculocutaneous albinism type 3",318,Albinism,2,Cause-effect,"may cause","may be caused by",False,False
37198,32260,"Sinus of Valsalva aneurysm",829,"Aortic valve incompetence",6,Association,"is associated with","is associated with",True,False
37196,32260,"Sinus of Valsalva aneurysm",1392,"Bicuspid aortic valve",6,Association,"is associated with","is associated with",True,False
48391,32846,"Costello syndrome",1427,"Bladder cancer",4,"Risk factor","is a risk factor for","has risk factors",False,False
45036,33042,"Bacillus abortus",1716,Brucellosis,2,Cause-effect,"may cause","may be caused by",False,False
33207,31431,Miliaria,1777,"Vesiculo-bullous rash",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
55675,32504,Leucodystrophy,2197,"Demyelination, central nervous system",26,"See also","see also","see also",True,False
40900,33091,Cefetamet,2208,Cephalosporins,16,"Drug family","belongs to the drug family of","is the drug family of",False,False
45111,33770,Ceforanide,2208,Cephalosporins,16,"Drug family","belongs to the drug family of","is the drug family of",False,False
39850,32876,"Familial Danish dementia",2218,"Cerebellar syndrome",2,Cause-effect,"may cause","may be caused by",False,False
38006,32497,"Lutz-Richner and Landolt syndrome",2549,"Cholestasis, intrahepatic",2,Cause-effect,"may cause","may be caused by",False,False
43855,33535,"Choroidal naevus",2614,"Choroidal melanoma",4,"Risk factor","is a risk factor for","has risk factors",False,False
38898,32672,"Barakat syndrome",2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
39851,32876,"Familial Danish dementia",2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
34345,31689,"Christian syndrome 1",3160,Craniosynostosis,2,Cause-effect,"may cause","may be caused by",False,False
38606,32620,"Fetal aminopterin-like syndrome",3160,Craniosynostosis,2,Cause-effect,"may cause","may be caused by",False,False
49609,33357,Aliskiren,3742,Diarrhoea,2,Cause-effect,"may cause","may be caused by",False,False
55870,31925,Miltefosine,4450,"Erythema multiforme",2,Cause-effect,"may cause","may be caused by",False,False
41538,33208,"Lymphomatoid granulomatosis",4466,Erythema,2,Cause-effect,"may cause","may be caused by",False,False
34347,31689,"Christian syndrome 1",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
36783,32161,"Kabuki make-up syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
38604,32620,"Fetal aminopterin-like syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
41777,33253,"Floating-Harbor syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
45432,33830,"Yunis-Varon syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
45307,33814,"Chandler iris naevus syndrome",5226,"Raised intraocular pressure",2,Cause-effect,"may cause","may be caused by",False,False
33462,31476,"Vibrio vulnificus",5404,"Gram negative bacilli / rods",2,Cause-effect,"may cause","may be caused by",False,False
41441,33186,"Phosphoglycerate kinase deficiency",5534,"Haemolytic anaemia",2,Cause-effect,"may cause","may be caused by",False,False
42827,33417,"Immunodysregulation polyendocrinopathy and enteropathy, X-linked",5534,"Haemolytic anaemia",2,Cause-effect,"may cause","may be caused by",False,False
41535,33208,"Lymphomatoid granulomatosis",5578,Haemoptysis,2,Cause-effect,"may cause","may be caused by",False,False
45315,33595,"Alternating hemiplegia of childhood",6239,Hyperhidrosis,2,Cause-effect,"may cause","may be caused by",False,False
49349,33357,Aliskiren,6242,Hyperkalaemia,2,Cause-effect,"may cause","may be caused by",False,False
33489,31484,"Thyrotoxicosis factitia",6348,Hyperthyroidism,2,Cause-effect,"may cause","may be caused by",False,False
45426,33830,"Yunis-Varon syndrome",6373,"Hypertrophic cardiomyopathy",2,Cause-effect,"may cause","may be caused by",False,False
38897,32672,"Barakat syndrome",6490,Hypoparathyroidism,2,Cause-effect,"may cause","may be caused by",False,False
42423,33357,Aliskiren,6539,Hypotension,2,Cause-effect,"may cause","may be caused by",False,False
37534,32408,"Cystic adenomatoid malformation of lung",6623,"Respiratory failure",2,Cause-effect,"may cause","may be caused by",False,False
45427,33830,"Yunis-Varon syndrome",6895,"Intrauterine growth retardation",2,Cause-effect,"may cause","may be caused by",False,False
47359,32557,Alefacept,7677,Lymphocytopenia,2,Cause-effect,"may cause","may be caused by",False,False
33187,31427,"Plasmodium ovale",7728,Malaria,2,Cause-effect,"may cause","may be caused by",False,False
50408,31992,"Central core myopathy",7776,"Malignant hyperpyrexia",20,Allelic,"may be allelic with","may be allelic with",True,False
41537,33208,"Lymphomatoid granulomatosis",8346,"Mononeuritis multiplex",2,Cause-effect,"may cause","may be caused by",False,False
35532,31893,"Vanishing twin syndrome",8397,"Multiple pregnancy",6,Association,"is associated with","is associated with",True,False
34933,31818,"Neuromyotonia, Acquired",8460,"Myasthenia gravis",6,Association,"is associated with","is associated with",True,False
40494,33008,"Streptomyces somaliensis",8472,Mycetoma,2,Cause-effect,"may cause","may be caused by",False,False
34351,31689,"Christian syndrome 1",8723,Myopathy,2,Cause-effect,"may cause","may be caused by",False,False
45052,33758,"Carey-Fineman-Ziter syndrome",8723,Myopathy,2,Cause-effect,"may cause","may be caused by",False,False
48390,32846,"Costello syndrome",8935,Neuroblastoma,4,"Risk factor","is a risk factor for","has risk factors",False,False
47508,32808,Aripiprazole,8968,"Neuroleptic malignant syndrome",2,Cause-effect,"may cause","may be caused by",False,False
90696,33404,"Howel-Evans-Clark syndrome",9150,"Oesophageal cancer",4,"Risk factor","is a risk factor for","has risk factors",False,False
46434,33573,"Diffuse unilateral subacute neuroretinitis",9241,"Optic atrophy",2,Cause-effect,"may cause","may be caused by",False,False
37616,32426,"mu chain disease",9614,Paraproteinaemia,2,Cause-effect,"may cause","may be caused by",False,False
37531,32408,"Cystic adenomatoid malformation of lung",10319,Polyhydramnios,2,Cause-effect,"may cause","may be caused by",False,False
53889,32805,"Renal hypouricaemia (SLC22A12 related)",11263,"Renal failure, acute",2,Cause-effect,"may cause","may be caused by",False,False
38899,32672,"Barakat syndrome",11288,"Renal failure, chronic",2,Cause-effect,"may cause","may be caused by",False,False
39550,32805,"Renal hypouricaemia (SLC22A12 related)",11346,Nephrolithiasis,2,Cause-effect,"may cause","may be caused by",False,False
41443,33186,"Phosphoglycerate kinase deficiency",11472,Rhabdomyolysis,2,Cause-effect,"may cause","may be caused by",False,False
47564,32846,"Costello syndrome",11485,Rhabdomyosarcoma,4,"Risk factor","is a risk factor for","has risk factors",False,False
38007,32497,"Lutz-Richner and Landolt syndrome",11687,"Proximal renal tubular acidosis",2,Cause-effect,"may cause","may be caused by",False,False
41536,33208,"Lymphomatoid granulomatosis",11958,"Sensory neuropathy, peripheral",2,Cause-effect,"may cause","may be caused by",False,False
33463,31476,"Vibrio vulnificus",11960,"Septic shock",2,Cause-effect,"may cause","may be caused by",False,False
59729,36675,"Tatton-Brown-Rahman syndrome",1089,"Atrial septal defect",2,Cause-effect,"may cause","may be caused by",False,False
53282,34938,"Chromosome 15q13.3 microdeletion syndrome",1142,Autism,4,"Risk factor","is a risk factor for","has risk factors",False,False
52098,34792,"Epidermolysis bullosa with pyloric atresia",1777,"Vesiculo-bullous rash",2,Cause-effect,"may cause","may be caused by",False,False
46640,34007,"Harboyan syndrome",2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
55716,35255,"Warsaw breakage syndrome",2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
90718,59814,"ISCA1-related multiple mitochondrial dysfunctions syndrome",2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
46641,34007,"Harboyan syndrome",3110,"Corneal opacity",2,Cause-effect,"may cause","may be caused by",False,False
58252,36463,Ixazomib,3742,Diarrhoea,2,Cause-effect,"may cause","may be caused by",False,False
59059,36587,Plecanatide,3742,Diarrhoea,2,Cause-effect,"may cause","may be caused by",False,False
97895,34161,Trichostrongyliasis,4328,Eosinophilia,2,Cause-effect,"may cause","may be caused by",False,False
55460,35217,"Tanapox virus disease",4466,Erythema,2,Cause-effect,"may cause","may be caused by",False,False
55623,35248,"FOXG1 syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
55713,35255,"Warsaw breakage syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
59727,36675,"Tatton-Brown-Rahman syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
90716,59814,"ISCA1-related multiple mitochondrial dysfunctions syndrome",4509,"Learning disability",2,Cause-effect,"may cause","may be caused by",False,False
46527,33984,"Guar gum",4610,Excipients,16,"Drug family","belongs to the drug family of","is the drug family of",False,False
52552,34072,Tragacanth,4610,Excipients,16,"Drug family","belongs to the drug family of","is the drug family of",False,False
55526,35228,"Biotin-thiamine-responsive basal ganglia disease",4629,"External ophthalmoplegia",2,Cause-effect,"may cause","may be caused by",False,False
53153,34920,"Velaglucerase alfa",5124,"Gaucher disease",26,"See also","see also","see also",True,False
55123,35180,Dabrafenib,6234,Hyperglycaemia,2,Cause-effect,"may cause","may be caused by",False,False
96207,62898,Clascoterone,6242,Hyperkalaemia,2,Cause-effect,"may cause","may be caused by",False,False
96390,62922,Osilodrostat,6397,"Adrenal cortex insufficiency",2,Cause-effect,"may cause","may be caused by",False,False
49601,34469,"Tetra-amelia, autosomal recessive",6890,"Intrauterine death",2,Cause-effect,"may cause","may be caused by",False,False
49602,34469,"Tetra-amelia, autosomal recessive",6895,"Intrauterine growth retardation",2,Cause-effect,"may cause","may be caused by",False,False
96412,62927,Harmaline,8344,"Monoamine oxidase A inhibitors",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
56093,35304,"Rippling muscle disease (caveolin-3 related )",8723,Myopathy,2,Cause-effect,"may cause","may be caused by",False,False
58254,36463,Ixazomib,9850,"Peripheral neuropathy",2,Cause-effect,"may cause","may be caused by",False,False
54624,35118,"Pneumothorax, primary spontaneous",10195,Pneumothorax,2,Cause-effect,"may cause","may be caused by",False,False
51159,34668,Silodosin,10470,"Postural hypotension",2,Cause-effect,"may cause","may be caused by",False,False
56091,35304,"Rippling muscle disease (caveolin-3 related )",10825,"Proximal muscle weakness",2,Cause-effect,"may cause","may be caused by",False,False
53548,34972,Retigabine,11104,"QT lengthening",2,Cause-effect,"may cause","may be caused by",False,False
96391,62922,Osilodrostat,11104,"QT lengthening",2,Cause-effect,"may cause","may be caused by",False,False
50964,34640,Melamine,11346,Nephrolithiasis,2,Cause-effect,"may cause","may be caused by",False,False
57579,34972,Retigabine,11416,"Retinal pathology",2,Cause-effect,"may cause","may be caused by",False,False
51158,34668,Silodosin,11438,"Retrograde ejaculation",2,Cause-effect,"may cause","may be caused by",False,False
53281,34938,"Chromosome 15q13.3 microdeletion syndrome",11890,Schizophrenia,4,"Risk factor","is a risk factor for","has risk factors",False,False
6334,8716,Myocarditis,1,"EKG abnormalities",2,Cause-effect,"may cause","may be caused by",False,False
18020,7352,"Left bundle branch block",1,"EKG abnormalities",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
18012,11103,"QRS prolongation",1,"EKG abnormalities",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
10934,5406,"Grand multiparity",40,"Placental abruption",4,"Risk factor","is a risk factor for","has risk factors",False,False
11335,10302,"Polycythaemia rubra vera",203,"Acute myeloid leukemia",4,"Risk factor","is a risk factor for","has risk factors",False,False
20000,2351,"Chediak-Higashi disease",318,Albinism,2,Cause-effect,"may cause","may be caused by",False,False
38143,13824,Verapamil,325,Ethanol,12,Interaction,"interacts with","interacts with",True,False
35031,11603,Rifampicin,519,Aminophylline,12,Interaction,"interacts with","interacts with",True,False
2740,3765,"Disseminated intravascular coagulation",672,"Anemia secondary to blood loss",2,Cause-effect,"may cause","may be caused by",False,False
18211,12369,"Splenic rupture",672,"Anemia secondary to blood loss",2,Cause-effect,"may cause","may be caused by",False,False
24493,9970,Phenylbutazone,866,"Aplastic anemia",2,Cause-effect,"may cause","may be caused by",False,False
10502,2365,"Child abuse",969,Asphyxiation,6,Association,"is associated with","is associated with",True,False
8863,12263,"Organic solvent",979,"Gastric content aspiration",2,Cause-effect,"may cause","may be caused by",False,False
10475,775,"Anticardiolipin syndrome",1039,Atherosclerosis,4,"Risk factor","is a risk factor for","has risk factors",False,False
4598,6348,Hyperthyroidism,1065,"Atrial fibrillation",2,Cause-effect,"may cause","may be caused by",False,False
5551,7655,"Lutembacher syndrome",1065,"Atrial fibrillation",2,Cause-effect,"may cause","may be caused by",False,False
5552,7655,"Lutembacher syndrome",1089,"Atrial septal defect",2,Cause-effect,"may cause","may be caused by",False,False
10528,5757,"Hepatitis A",1150,"Autoimmune hepatitis",4,"Risk factor","is a risk factor for","has risk factors",False,False
17908,1173,"Autonomic neuropathy, peripheral",1161,"Autonomic neuropathy",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
42342,3491,"Decompression sickness",1174,"Aseptic necrosis of bone",2,Cause-effect,"may cause","may be caused by",False,False
8070,11155,Radiotherapy,1174,"Aseptic necrosis of bone",2,Cause-effect,"may cause","may be caused by",False,False
10546,10302,"Polycythaemia rubra vera",1331,"Idiopathic intracranial hypertension",4,"Risk factor","is a risk factor for","has risk factors",False,False
7321,10107,"Placental insufficiency",1416,"Birth hypoxia",2,Cause-effect,"may cause","may be caused by",False,False
11474,11856,"Schistosoma haematobium",1427,"Bladder cancer",4,"Risk factor","is a risk factor for","has risk factors",False,False
7806,10771,Propylthiouracil,1442,"Bleeding tendency",2,Cause-effect,"may cause","may be caused by",False,False
18949,5906,"Histiocytosis X",1514,"Bone cyst",2,Cause-effect,"may cause","may be caused by",False,False
4272,5906,"Histiocytosis X",1517,"Bone lysis",2,Cause-effect,"may cause","may be caused by",False,False
10668,2365,"Child abuse",1791,Burns,6,Association,"is associated with","is associated with",True,False
35050,13824,Verapamil,1984,Carbamazepine,12,Interaction,"interacts with","interacts with",True,False
2873,3947,"Dressler syndrome",2128,"Pericardial effusion",2,Cause-effect,"may cause","may be caused by",False,False
6335,8716,Myocarditis,2137,Cardiomyopathy,2,Cause-effect,"may cause","may be caused by",False,False
8071,11155,Radiotherapy,2179,Cataracts,2,Cause-effect,"may cause","may be caused by",False,False
8850,12236,"Tobacco smoking",2196,"Carcinoembryonic antigen levels raised (plasma or serum)",2,Cause-effect,"may cause","may be caused by",False,False
20572,4872,Fluorouracil,2218,"Cerebellar syndrome",2,Cause-effect,"may cause","may be caused by",False,False
7237,9991,Phenytoin,2218,"Cerebellar syndrome",2,Cause-effect,"may cause","may be caused by",False,False
9237,12764,Syringobulbia,2218,"Cerebellar syndrome",2,Cause-effect,"may cause","may be caused by",False,False
2547,3491,"Decompression sickness",2247,"Cerebrovascular accident",2,Cause-effect,"may cause","may be caused by",False,False
10674,2533,Cholelithiasis,2520,Cholecystitis,4,"Risk factor","is a risk factor for","has risk factors",False,False
20573,11155,Radiotherapy,2627,"Chronic constrictive pericarditis",2,Cause-effect,"may cause","may be caused by",False,False
21807,11416,"Retinal pathology",2860,"Optic nerve disorder",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
8080,11155,Radiotherapy,2874,"Sensorineural hearing loss",2,Cause-effect,"may cause","may be caused by",False,False
10716,5968,"HLA B8",2922,"Celiac disease",4,"Risk factor","is a risk factor for","has risk factors",False,False
35189,11603,Rifampicin,3000,"Combined oral contraceptive pill",12,Interaction,"interacts with","interacts with",True,False
30595,1455,Blepharitis,3067,Conjunctivitis,2,Cause-effect,"may cause","may be caused by",False,False
8121,11223,"Reiter syndrome",3067,Conjunctivitis,2,Cause-effect,"may cause","may be caused by",False,False
4869,6706,"Paralytic Ileus",3080,Constipation,2,Cause-effect,"may cause","may be caused by",False,False
8122,11223,"Reiter syndrome",3110,"Corneal opacity",2,Cause-effect,"may cause","may be caused by",False,False
20239,6516,Hypophosphatasia,3160,Craniosynostosis,2,Cause-effect,"may cause","may be caused by",False,False
30016,4998,"Froin syndrome",3233,"CSF protein levels raised",3,"Cause-effect child-parent (subtype)","is a subtype of","has subtype(s)",False,True
35128,11603,Rifampicin,3321,Cyclosporin,12,Interaction,"interacts with","interacts with",True,False
35100,13824,Verapamil,3321,Cyclosporin,12,Interaction,"interacts with","interacts with",True,False
32589,2764,Cisplatin,3416,"Cytotoxic therapeutic agents",16,"Drug family","belongs to the drug family of","is the drug family of",False,False
37428,3606,Desferrioxamine,3517,Deferiprone,26,"See also","see also","see also",True,False
35151,11603,Rifampicin,3538,Delavirdine,12,Interaction,"interacts with","interacts with",True,False
10771,5968,"HLA B8",3597,"Dermatitis herpetiformis",4,"Risk factor","is a risk factor for","has risk factors",False,False
4273,5906,"Histiocytosis X",3638,"Diabetes insipidus, non-nephrogenic",2,Cause-effect,"may cause","may be caused by",False,False
35835,8330,"Maturity onset diabetes of the young",3661,"Diabetes mellitus type 2",2,Cause-effect,"may cause","may be caused by",False,False
